text,richness
grannys_wonderful_chair,0.10592697124713353
the_rambles_of_a_rat,0.14052779778665445
little_women,0.05623331064453636
mrs_overtheways_remembrances,0.10719462492113027
a_dog_of_flanders,0.18703924734957522
black_beauty,0.06745258670929284
the_cuckoo_clock,0.13014949766860548
little_lord_fauntleroy,0.07892194253750318
the_story_of_the_treasure_seekers,0.07457838621474318
the_tale_of_peter_rabbit,0.3944954128440367
rebecca_of_sunnybrook_farm,0.10553530444174429
anne_of_green_gables,0.06944847265752913
the_secret_garden,0.05787025880765338
